iter	Logloss
390	0.3481738273
391	0.3479470028
392	0.3477803991
393	0.3476356335
394	0.3475860853
395	0.3475470811
396	0.3475153205
397	0.3474375907
398	0.3472838241
399	0.347211752
400	0.3471337222
401	0.3469884208
402	0.346976098
403	0.3467573959
404	0.3466293035
405	0.3464939032
406	0.3463801052
407	0.3462765512
408	0.3460651141
409	0.3459517661
410	0.3458124011
411	0.3457769973
412	0.3457443152
413	0.345580969
414	0.3454285525
415	0.3451941201
416	0.3451625953
417	0.3450661134
418	0.3450239374
419	0.3448733212
420	0.3448441323
421	0.3447251909
422	0.3446029492
423	0.3444020346
424	0.3442460821
425	0.3439662805
426	0.3438152142
427	0.3436763421
428	0.3434655907
429	0.34340612
430	0.3432712341
431	0.3431956045
432	0.3430360301
433	0.3429417771
434	0.3428406233
435	0.3428320081
436	0.3427289041
437	0.3426558891
438	0.3425635434
439	0.3424793629
440	0.3423893961
441	0.3422173489
442	0.3419930104
443	0.3418780552
444	0.3418372722
445	0.3417009075
446	0.3414645034
447	0.3414424296
448	0.3414001679
449	0.3413641426
450	0.3412039039
451	0.3411114296
452	0.3410111974
453	0.3408221127
454	0.3406717108
455	0.3406588951
456	0.3405501548
457	0.3404894625
458	0.3404047677
459	0.3402361923
460	0.3400662026
461	0.3400062818
462	0.3399812934
463	0.3398481648
464	0.3396887833
465	0.3395920228
466	0.3394879973
467	0.3393915369
468	0.3393498539
469	0.3392565009
470	0.3391143713
471	0.3389221363
472	0.338773706
473	0.3387148568
474	0.3385596115
475	0.3383478743
476	0.3383325512
477	0.3382770238
478	0.3382410199
479	0.3380690585
480	0.3380057517
481	0.337872023
482	0.3378611361
483	0.3378293112
484	0.3375733193
485	0.3374770304
486	0.3372772731
487	0.3370878241
488	0.3370244316
489	0.3368884312
490	0.3367429369
491	0.3366791157
492	0.3365748116
493	0.3362299244
494	0.3360893164
495	0.3359714037
496	0.3359028034
497	0.335822159
498	0.3357914271
499	0.3356446898
500	0.3354290737
501	0.3352945306
502	0.33520945
503	0.3351577159
504	0.3351397568
505	0.3350934232
506	0.3350449466
507	0.3350201296
508	0.3348060136
509	0.3347127464
510	0.334698452
511	0.3345814608
512	0.334463291
513	0.3344307803
514	0.3343798177
515	0.3343304623
516	0.3342614763
517	0.334211671
518	0.3341475283
519	0.3340091491
520	0.3339095384
521	0.3338115135
522	0.3337387556
523	0.3335672443
524	0.3335081808
525	0.3334942293
526	0.3334228644
527	0.3333478563
528	0.3332931433
529	0.3332435094
530	0.333124568
531	0.3329935824
532	0.3328378227
533	0.3327142737
534	0.3325821094
535	0.3324780839
536	0.3323694293
537	0.3322421299
538	0.3320291283
539	0.3318743331
540	0.3318192986
541	0.3317497339
542	0.3317303175
543	0.3316721327
544	0.3315225237
545	0.331450173
546	0.3313567344
547	0.331203375
548	0.331116237
549	0.3309525479
550	0.330803689
551	0.3307583627
552	0.3307294524
553	0.330682133
554	0.3306189976
555	0.3304798683
556	0.3304379281
557	0.3303370101
558	0.3301673846
559	0.3300284696
560	0.3299125071
561	0.3298074529
562	0.3297887223
563	0.3297146144
564	0.3296512647
565	0.3295064348
566	0.3294776745
567	0.3294242259
568	0.329395037
569	0.3292720237
570	0.329155204
571	0.3288533071
572	0.3287558609
573	0.3286904967
574	0.3285277506
575	0.3284187103
576	0.3283283362
577	0.3283194424
578	0.3282871032
579	0.3280810024
580	0.3279413373
581	0.3278265749
582	0.3277013543
583	0.3276385404
584	0.3275195775
585	0.3273187273
586	0.3273007682
587	0.3272561491
588	0.3271814839
589	0.3269004393
590	0.3267400934
591	0.3267166909
592	0.3266358536
593	0.3264498979
594	0.3262238663
595	0.3261686175
596	0.3259996779
597	0.3258926306
598	0.3258792149
599	0.3257959773
600	0.3257380925
601	0.3255523725
602	0.3254310522
603	0.3253281625
604	0.3250386956
605	0.3249825467
606	0.3247851683
607	0.3245296478
608	0.3242613975
609	0.3241609295
610	0.3241136958
611	0.3239418416
612	0.3238148207
613	0.3236891929
614	0.3236435022
615	0.3234670832
616	0.3234164849
617	0.3233572713
618	0.3232587321
619	0.3231792021
620	0.323127918
621	0.3230897068
622	0.3228914925
623	0.3228178989
624	0.322694607
625	0.3225898528
626	0.3224165199
627	0.3223753297
628	0.3223000859
629	0.3222156267
630	0.3220816837
631	0.3220042539
632	0.3217967173
633	0.3215638493
634	0.3215511193
635	0.3214818762
636	0.3211375462
637	0.3210361781
638	0.3209135291
639	0.3205928802
640	0.3205579908
641	0.3203406388
642	0.3202244191
643	0.3201372811
644	0.3199982375
645	0.3199191576
646	0.3198253546
647	0.3196762171
648	0.3196616869
649	0.3195526037
650	0.3195086919
651	0.3194470781
652	0.3193297654
653	0.3192298332
654	0.3191272864
655	0.3190064377
656	0.3189761558
657	0.318779999
658	0.3186288898
659	0.3185323008
660	0.3184567141
661	0.3184187385
662	0.318305112
663	0.3182794378
664	0.3182266107
665	0.3181888709
666	0.3180638431
667	0.3180307967
668	0.3179312931
669	0.3178435765
670	0.3178198739
671	0.3177331217
672	0.3176055222
673	0.317582334
674	0.3173918778
675	0.3173240919
676	0.3171343643
677	0.3168702286
678	0.3168052073
679	0.3167239843
680	0.3166894377
681	0.3165561805
682	0.316516169
683	0.316452755
684	0.3163987492
685	0.3163241483
686	0.3161717104
687	0.3160750143
688	0.3160150935
689	0.3159405998
690	0.3158755142
691	0.3157699242
692	0.3156057208
693	0.3154890082
694	0.315411857
695	0.3150796354
696	0.3150172501
697	0.3147772457
698	0.3146422954
699	0.3145385056
700	0.3143610365
701	0.3142036481
702	0.3140358657
703	0.3139782595
704	0.3139028656
705	0.3138239357
706	0.3137796595
707	0.3136875281
708	0.3136052335
709	0.3134893567
710	0.3134027545
711	0.3132967145
712	0.3131486271
713	0.3130337362
714	0.31279161
715	0.3127029933
716	0.3126556954
717	0.312591767
718	0.312528053
719	0.3124829196
720	0.3122484443
721	0.3121680785
722	0.3120322924
723	0.3119341604
724	0.3118145975
725	0.3117024711
726	0.3115713998
727	0.311496606
728	0.3114134971
729	0.3113167366
730	0.3112676385
731	0.3111396104
732	0.3110306558
733	0.310719115
734	0.3106626446
735	0.3106250549
736	0.3104399349
737	0.3103888437
738	0.3102715096
739	0.3101243437
740	0.3100402489
741	0.3099163998
742	0.3098450564
743	0.3096909255
744	0.3094740878
745	0.3093650046
746	0.309266744
747	0.3091883713
748	0.3090827599
749	0.308975134
750	0.3089065552
751	0.308732815
752	0.3085871493
753	0.3084840667
754	0.3082898386
755	0.3082590853
756	0.3082067511
757	0.3079347503
758	0.3078491125
759	0.3075400792
760	0.3075309925
761	0.3074844017
762	0.3073439009
763	0.3073010177
764	0.3072179301
765	0.307021559
766	0.3069902484
767	0.3069607167
768	0.3068440041
769	0.306558459
770	0.3064586982
771	0.3063798111
772	0.306331656
773	0.3061503292
774	0.3060743353
775	0.3059489432
776	0.305896459
777	0.3057949623
778	0.3057039668
779	0.3055675378
780	0.3055117318
781	0.3053160678
782	0.3052342447
783	0.3051706807
784	0.3049804173
785	0.3047788813
786	0.3045052518
787	0.3044163993
788	0.3042847708
789	0.3042509529
790	0.3042424663
791	0.3041370263
792	0.3037986327
793	0.3036999006
794	0.3036390583
795	0.3034540884
796	0.3032457802
797	0.3030508234
798	0.3030305069
799	0.3029022645
800	0.3028516662
801	0.302773765
802	0.3027149586
803	0.3026338642
804	0.3025417971
805	0.302444758
806	0.3023431328
807	0.3022668388
808	0.3021237877
809	0.302073468
810	0.30202572
811	0.3019715856
812	0.3017458541
813	0.3015342027
814	0.3014198475
815	0.3013868868
816	0.3011620339
817	0.3010428782
818	0.300988701
819	0.3009805358
820	0.300809453
821	0.3006283192
822	0.300586379
823	0.3003532753
824	0.3001541823
825	0.3001108277
826	0.3000839319
827	0.2998570217
828	0.2998063591
829	0.2997290151
830	0.2996872677
831	0.2995445809
832	0.2994420341
833	0.2992366405
834	0.2991004258
835	0.299052142
836	0.2987715689
837	0.2985341361
838	0.2984980465
839	0.2983302427
840	0.2981359503
841	0.2981113477
842	0.2980368539
843	0.2979069399
844	0.2978437831
845	0.2977665248
846	0.2976456546
847	0.2974820726
848	0.2974090148
849	0.2973517086
850	0.2973124043
851	0.2972301312
852	0.2970727642
853	0.2970296453
854	0.2969105324
855	0.2968691494
856	0.2967732676
857	0.2965707457
858	0.2964433177
859	0.2963845114
860	0.2962068279
861	0.2960621909
862	0.295847432
863	0.2956957442
864	0.2956094206
865	0.2954144853
866	0.2952384091
867	0.2951906611
868	0.2949667084
869	0.294903273
870	0.2948567037
871	0.294765901
872	0.2947202318
873	0.2945364191
874	0.2944659115
875	0.2942779627
876	0.2941926249
877	0.2941068156
878	0.2939866741
879	0.2939347256
880	0.2938480163
881	0.2938019828
882	0.2936873275
883	0.2936385508
884	0.2935692862
885	0.29341897
886	0.2932175197
887	0.2931811301
888	0.2931232667
889	0.2930244274
890	0.2929490336
891	0.292844408
892	0.2926349854
893	0.2925550482
894	0.2924012173
895	0.2922721606
896	0.2922024673
897	0.2921479472
898	0.2919876013
899	0.2918818184
900	0.2918225621
901	0.2916238335
902	0.2915921801
903	0.2913126356
904	0.2912763531
905	0.2912236117
906	0.2911687272
907	0.2910803891
908	0.2910165251
909	0.2909459318
910	0.2906786029
911	0.2905191572
912	0.2904348695
913	0.2902412843
914	0.2901281721
915	0.2898090663
916	0.2897194209
917	0.2897113843
918	0.2895323721
919	0.2893299789
920	0.2892066013
921	0.2891543528
922	0.2890141519
923	0.2888409261
924	0.2885188199
925	0.2884703647
926	0.2881756257
927	0.288125456
928	0.2880675498
929	0.2879689249
930	0.2878523194
931	0.2878335031
932	0.2878090933
933	0.2876786221
934	0.2876525836
935	0.2875737394
936	0.287510904
937	0.2874023995
938	0.2873456076
939	0.2872824937
940	0.2872087714
941	0.2871421
942	0.2870960664
943	0.2868517329
944	0.2868286304
945	0.286691387
946	0.2866261086
947	0.2864740565
948	0.2862412099
949	0.2861443637
950	0.2860067132
951	0.2858472888
952	0.2858107063
953	0.2856113134
954	0.2855499996
955	0.2853968331
956	0.2851834672
957	0.2850649973
958	0.2849475132
959	0.2848763198
960	0.2846137486
961	0.2844332149
962	0.2843277749
963	0.2842494665
964	0.2841950749
965	0.2840731546
966	0.284011005
967	0.2838700755
968	0.2838324215
969	0.2837823804
970	0.283688706
971	0.2836405293
972	0.2835848948
973	0.2834622244
974	0.283167164
975	0.283129017
976	0.2828716321
977	0.2828329493
978	0.2826699246
979	0.2826264842
980	0.2825153651
981	0.2823278234
982	0.2822590089
983	0.2821111786
984	0.2820522866
985	0.282012468
986	0.281839135
987	0.281692612
988	0.2815461319
989	0.2814417635
990	0.2812471497
991	0.281165048
992	0.2810857751
993	0.2810484211
994	0.2809466244
995	0.2808226468
996	0.2805979868
997	0.2804304616
998	0.2803325653
999	0.2802716373
